RestaurantID,Restaurant Name,LocationID,Price range,Aggregate rating,Rating text,Votes,Latitude,Longitude
100094,Biryani Blues,5,3.0,3.0,Good,948.0,19.069890197438923,72.84978235756154
100095,Cafe Corner 635,8,3.0,3.5,Good,398.0,17.42684742323633,78.50039119556402
100096,The Belgian Waffle Co,3,1.0,3.1,Good,58.0,28.49991440905435,77.37607810690344
100097,Grill Express 958,4,2.0,3.2,Good,54.0,28.4258269977789,77.31617035092403
100098,House Restaurant 322,3,2.0,3.5,Good,1022.0,28.538535449526126,77.37396605379556
100099,Burger King,1,1.0,2.2,Average,716.0,28.547662329473837,77.18092789443338
100100,The Belgian Waffle Co,1,1.0,3.3,Good,171.0,28.58851447551684,77.20175452824955
100101,Kitchen Kitchen 10,1,4.0,3.3,Good,3475.0,28.587122833567545,77.25049551041661
100102,Cafe Kitchen 76,5,2.0,3.3,Good,330.0,19.13490637936433,72.8611462614005
100103,Grill Garden 136,1,4.0,4.2,Very Good,56.0,28.633000440647788,77.20456818135139
100104,Urban Point 379,4,1.0,2.2,Average,103.0,28.41396346307395,77.3085213086831
100105,Curry Lounge 721,11,2.0,3.0,Good,175.0,26.76206131555762,75.76500118456362
100106,House Lounge 9,1,1.0,2.9,Average,189.0,28.547110570808243,77.25202344050747
100107,Grill Garden 955,2,1.0,2.7,Average,777.0,28.48497258111786,76.9789418520698
100108,Royal Garden 119,7,2.0,3.8,Good,62.0,18.54777149774122,73.85371183423702
100109,Bistro Lounge 160,1,1.0,2.5,Average,29.0,28.58792131285547,77.17947713719643
100110,Cafe Point 735,1,1.0,2.6,Average,338.0,28.614868737377503,77.22885298441217
100111,House Bites 874,1,1.0,2.5,Average,82.0,28.612386721956177,77.21368696742024
100112,Curry Garden 928,1,1.0,3.7,Good,4202.0,28.619830607258848,77.25038000268636
100113,Spice Kitchen 650,12,2.0,2.9,Average,553.0,23.009479841347595,72.59710942464046
100114,The Food Corner 4,8,2.0,3.5,Good,100.0,17.41353789450595,78.48955594292661
100115,Royal Bites 269,5,1.0,4.3,Very Good,1055.0,19.114713839804,72.90375204856942
100116,Barbeque Nation,10,1.0,3.0,Good,433.0,22.53901342670028,88.39315151506072
100117,Tasty Lounge 10,8,1.0,3.7,Good,448.0,17.343196957889262,78.45476247124675
100118,Starbucks,1,2.0,4.3,Very Good,198.0,28.586036001904144,77.23605964192974
100119,Grill Corner 855,10,1.0,3.7,Good,343.0,22.574305130661177,88.3743041906447
100120,Grill Hub 441,4,5.0,3.2,Good,13.0,28.421347093420323,77.33493144064073
100121,Cafe Coffee Day,8,1.0,3.4,Good,986.0,17.412595750175235,78.47243522281627
100122,Spice Express 216,11,1.0,2.2,Average,1.0,26.946399766014462,75.75739771915329
100123,House Kitchen 363,1,3.0,2.9,Average,98.0,28.626585701309327,77.17280248152072
100124,Tasty Cafe 768,1,2.0,2.8,Average,22.0,28.621935713915274,77.08971038937355
100125,Subway,1,1.0,4.5,Excellent,129.0,28.671611342751685,77.18417315162945
100126,Royal House 26,3,3.0,2.9,Average,155.0,28.53567500134823,77.4763739251249
100127,Pizza Hut,9,2.0,2.7,Average,36.0,13.103351639044806,80.29948444341031
100128,Tasty Bites 885,10,3.0,2.7,Average,5.0,22.58380891263158,88.37504612708726
100129,Green Garden 164,1,2.0,3.6,Good,257.0,28.60783847565871,77.24263638862068
100130,Urban House 894,4,2.0,3.3,Good,2525.0,28.40306942819238,77.30869893346004
100131,Barbeque Nation,2,4.0,4.3,Very Good,149.0,28.505768486846215,77.01288303356128
100132,Barbeque Nation,1,1.0,3.4,Good,630.0,28.610741939278995,77.19884176557721
100133,Green Point 25,1,2.0,2.3,Average,978.0,28.601556579493145,77.18323997937524
100134,Tasty Express 286,2,2.0,2.7,Average,15.0,28.433703049382746,77.00372045015533
100135,,12,1.0,3.9,Good,119.0,23.037288739869926,72.57084675307053
100136,House Lounge 340,1,1.0,2.9,Average,34.0,28.595975168892757,77.21125621623482
100137,Urban Garden 183,4,1.0,3.8,Good,75.0,28.42051280710973,77.36421724377081
100138,The Food Corner 112,6,2.0,3.1,Good,1494.0,12.977820330900476,77.63046267026603
100139,Kitchen Restaurant 806,2,2.0,2.6,Average,210.0,28.44454141934593,76.9746058231718
100140,Cafe Lounge 119,13,2.0,3.0,Good,466.0,25.155954552035148,55.260494134367235
100141,Cafe Point 261,13,1.0,2.4,Average,144.0,25.16877714912633,55.23210329585183
100142,Burger King,1,2.0,2.8,Average,36.0,28.58338449673749,77.11770869777895
100143,Haldiram's,3,3.0,3.5,Good,453.0,28.500358951348776,77.39405366557905
100144,Bistro Restaurant 687,1,1.0,3.3,Good,890.0,28.629834373837173,77.22920275143412
100145,Burger King,1,2.0,0.0,Not rated,133.0,28.688421137133588,77.21149656386105
100146,The Belgian Waffle Co,1,3.0,3.4,Good,350.0,28.5960153473686,77.22429170196448
100147,Cafe Express 680,5,3.0,3.0,Good,37.0,19.062550386218344,72.86598435398159
100148,Bistro Garden 520,3,2.0,2.8,Average,403.0,28.515039610837977,77.35502908961365
100149,Tasty Express 413,1,3.0,3.5,Good,1045.0,28.643918686622037,77.19615459274829
100150,Grill Hub 197,1,1.0,2.6,Average,264.0,28.62882249011377,77.25690753208812
100151,Tasty Bites 767,11,3.0,4.3,Very Good,24.0,26.91181804022456,75.8004116849294
100152,Cafe Cafe 309,1,1.0,3.8,Good,1604.0,28.57144109863574,77.15577429150724
100153,Spice Garden 294,1,1.0,3.8,Good,63.0,28.580028318091333,77.21355238960194
100154,Biryani Blues,3,1.0,2.7,Average,264.0,28.541635275144532,77.43558236532556
100155,Kitchen Studio 453,14,3.0,2.8,Average,548.0,51.51521505516484,-0.10115311604582516
100156,Green Lounge 485,1,1.0,3.1,Good,686.0,28.6133361747812,77.25403836615152
100157,Bistro Hub 675,6,1.0,2.9,Average,17.0,12.99487244945411,77.54250136168712
100158,Haldiram's,8,1.0,2.6,Average,184.0,17.34220979206253,78.4911024180563
100159,Cafe Express 96,1,3.0,2.6,Average,169.0,28.6245256457006,77.19681081610607
100160,Green Bites 318,7,3.0,3.4,Good,1149.0,18.529079521273385,73.87752404112108
100161,Subway,2,2.0,2.9,Average,302.0,28.425972127346547,76.99688087316156
100162,Domino's Pizza,5,2.0,3.6,Good,1214.0,19.054828509743913,72.84737009163906
100163,Curry Cafe 871,5,2.0,3.6,Good,390.0,19.100259531649133,72.87759260230071
100164,Curry House 908,4,1.0,3.7,Good,185.0,28.369049292314745,77.28553865358197
100165,Green Restaurant 714,1,3.0,2.6,Average,203.0,28.70013198744722,77.21807988206791
100166,Tasty Point 152,9,1.0,3.3,Good,1249.0,13.102151656031213,80.19932975118385
100167,Spice Kitchen 798,1,1.0,2.5,Average,30.0,28.61189321162732,77.25015089378455
100168,Royal Restaurant 531,1,1.0,2.2,Average,453.0,28.605074668296997,77.11151804263153
100169,Grill Point 940,1,2.0,2.9,Average,77.0,28.64148705245247,77.24066526881965
100170,Curry Hub 821,5,2.0,3.9,Good,74.0,19.061602766394127,72.85736808601568
100171,Grill Lounge 610,6,2.0,3.0,Good,625.0,12.958638930969613,77.54386618105737
100172,Curry Cafe 835,1,1.0,4.0,Very Good,71.0,28.66474058961743,77.2149497523639
100173,Grill House 851,4,2.0,3.6,Good,318.0,28.392395435179708,77.3487964983821
100174,Curry Hub 762,1,1.0,2.7,Average,88.0,28.61866284719769,77.24954758303325
100175,Curry Garden 770,6,1.0,0.0,Not rated,4.0,12.944992577341855,77.6340026216697
100176,House Garden 785,1,1.0,3.3,Good,338.0,28.62296641671207,77.17895466206933
100177,Curry Bites 245,6,2.0,2.6,Average,186.0,12.991921505205402,77.60176972005776
100178,Urban Restaurant 293,2,1.0,4.2,Very Good,20.0,28.51840134282171,76.96436848096329
100179,Pizza Hut,12,2.0,3.4,Good,79.0,22.98969278885096,72.57417532511585
100180,Grill Kitchen 142,1,2.0,3.2,Good,19.0,28.56322440284967,77.22083356043974
100181,Burger King,2,2.0,2.6,Average,398.0,28.450162328867627,77.01347028861704
100182,Bistro Point 66,1,2.0,4.0,Very Good,1230.0,28.592301010325986,77.14475108080053
100183,Kitchen Lounge 478,11,1.0,3.3,Good,538.0,26.91185935365061,75.76651524493961
100184,Green House 399,10,1.0,3.4,Good,654.0,22.59086959140527,88.43065603858429
100185,Cafe Restaurant 21,1,2.0,2.9,Average,89.0,28.693175807653827,77.22268567265462
100186,Cafe House 489,6,2.0,3.7,Good,402.0,12.955798012496095,77.57763634050511
100187,Pizza Hut,9,3.0,4.0,Very Good,214.0,13.005335870935648,80.26512899190998
100188,Tasty House 552,5,3.0,3.0,Good,219.0,19.06767081726723,72.89116153886627
100189,Grill Cafe 920,4,1.0,2.1,Average,472.0,28.421168468265314,77.26357739214707
100190,Subway,1,1.0,3.4,Good,826.0,28.579962924097888,77.15659675168216
100191,Curry Corner 399,1,2.0,2.2,Average,89.0,28.622078885852012,77.18323345762546
100192,House House 742,11,1.0,3.1,Good,30.0,26.917211853737072,75.76940436967206
100193,Barbeque Nation,11,1.0,0.0,Not rated,71.0,26.921494811039963,75.8500885630607
100194,Cafe Lounge 28,5,3.0,4.2,Very Good,172.0,19.103696268394547,72.88017291210956
100195,Cafe Cafe 679,2,1.0,2.7,Average,232.0,28.456605805048216,77.0085082470934
100196,The Belgian Waffle Co,2,3.0,4.1,Very Good,628.0,28.478663817977715,77.0285782092198
100197,Curry Hub 52,7,2.0,2.9,Average,15.0,18.457436359846938,73.78583031741809
100198,Kitchen Point 466,11,2.0,3.8,Good,89.0,26.878716724787257,75.75565685548618
100199,Tasty Garden 771,10,1.0,4.3,Very Good,69.0,22.560646298417588,88.3377029891842
100200,Tasty Garden 855,8,5.0,2.3,Average,713.0,17.34982048009943,78.45098088569507
100201,Domino's Pizza,6,2.0,3.4,Good,146.0,12.971830860073906,77.6378069086434
100202,Spice Express 230,1,1.0,4.8,Excellent,136.0,28.60186898458479,77.23210279371234
100203,House Corner 773,1,1.0,3.0,Good,341.0,28.597970310364737,77.16663123180832
100204,Subway,11,1.0,0.0,Not rated,42.0,26.943333167891257,75.74296064434729
100205,Domino's Pizza,5,1.0,3.5,Good,190.0,19.078933762696014,72.83362000769226
100206,Green Hub 485,1,1.0,3.0,Good,1681.0,28.575970153406985,77.20246430685914
100207,Cafe Point 477,1,3.0,2.3,Average,1392.0,28.59278371653624,77.21600456460497
100208,Kitchen Hub 621,6,1.0,3.7,Good,122.0,12.997962714592875,77.60916470658852
100209,Bistro Restaurant 118,1,1.0,1.7,Poor,104.0,28.620889827467664,77.17349562948179
100210,Royal Garden 111,1,2.0,2.9,Average,78.0,28.655757905763956,77.20275719627162
100211,The Food Cafe 694,5,4.0,4.4,Very Good,21.0,19.10562981854369,72.87574414048117
100212,Tasty House 965,6,1.0,2.8,Average,608.0,12.957982657488557,77.63649292772905
100213,Urban Cafe 708,6,1.0,2.5,Average,3218.0,13.021842795711786,77.62169732091604
100214,Green Kitchen 714,1,2.0,3.8,Good,119.0,28.667023536346974,77.15876576708075
100215,House Cafe 825,7,3.0,2.8,Average,60.0,18.457910315493873,73.79076851202005
100216,Biryani Blues,1,3.0,2.6,Average,113.0,28.61501232870322,77.20511457040647
100217,,2,2.0,3.4,Good,211.0,28.440255617833337,77.00429701978028
100218,Urban Lounge 664,7,1.0,2.9,Average,41.0,18.511283347013386,73.8230666261042
100219,Tasty Studio 109,6,2.0,2.4,Average,86.0,12.943034721822496,77.56812594778984
100220,Kitchen Bites 913,9,1.0,3.4,Good,676.0,13.049750269120324,80.29098408172483
100221,Bistro Hub 446,6,2.0,3.5,Good,227.0,13.003141063383628,77.54197162615442
100222,Haldiram's,5,2.0,3.0,Good,852.0,19.035117845415165,72.94239196121384
100223,The Food Cafe 828,1,4.0,3.4,Good,300.0,28.6171674098359,77.1838865899579
100224,Curry Studio 447,2,1.0,3.3,Good,47.0,28.41228020186032,77.04873870242298
100225,Cafe Garden 331,1,1.0,0.0,Not rated,43.0,28.65832920341773,77.18558357947508
100226,Urban Garden 903,1,2.0,3.0,Good,237.0,28.61495118491509,77.15586064541377
100227,Curry Cafe 625,13,2.0,3.6,Good,48.0,25.23088522646379,55.26569184175544
100228,Kitchen Corner 507,2,3.0,3.8,Good,43.0,28.466328702342,76.9827094046483
100229,Royal Studio 218,10,1.0,3.6,Good,44.0,22.56373645449655,88.36904847456304
100230,The Food Express 287,5,1.0,3.0,Good,331.0,19.078392981532026,72.8768180921701
100231,Bistro Garden 570,8,2.0,2.6,Average,100.0,17.437756669683193,78.46238856467421
100232,Subway,3,1.0,2.7,Average,714.0,28.504090066868542,77.39630025602996
100233,Starbucks,5,3.0,3.6,Good,64.0,18.986772787014193,72.91405937314707
100234,Grill Point 708,3,2.0,4.4,Very Good,10.0,28.507959734992095,77.38715194003912
100235,Bistro Studio 459,1,3.0,3.1,Good,151.0,28.5715819387715,77.18350031978989
100236,Urban Garden 227,7,2.0,3.7,Good,1593.0,18.55428050625746,73.87069793028641
100237,Green Garden 680,1,3.0,3.2,Good,190.0,28.607749474646138,77.22445499959828
100238,Curry Lounge 544,1,1.0,3.1,Good,32.0,28.642860787941732,77.19902843973794
100239,Bistro Lounge 339,6,3.0,4.4,Very Good,31.0,12.972716205374772,77.64267152379308
100240,Curry Garden 314,1,1.0,3.5,Good,869.0,28.614203661463897,77.19851607969991
100241,Urban Restaurant 198,12,2.0,2.4,Average,55.0,23.028238073366435,72.62347793786046
100242,Bistro Lounge 974,12,1.0,2.6,Average,1095.0,23.07430085000299,72.54848449859975
100243,Royal Point 222,11,2.0,4.0,Very Good,491.0,26.918928465104955,75.8170633059421
100244,The Food Restaurant 604,2,1.0,3.1,Good,68.0,28.498320944742304,77.01890719937968
100245,Grill Cafe 290,1,1.0,2.3,Average,642.0,28.650480735394602,77.21839911460788
100246,Green Garden 233,11,4.0,3.1,Good,56.0,26.90668479465045,75.71638326758936
100247,The Food Corner 726,3,1.0,3.5,Good,31.0,28.532912291911927,77.4669055492699
100248,The Food Corner 998,13,3.0,4.0,Very Good,73.0,25.191576906695833,55.281892757662604
100249,Cafe Coffee Day,13,4.0,3.6,Good,519.0,25.249711202902244,55.30638681636695
100250,Royal Bites 890,10,1.0,4.6,Excellent,1027.0,22.53966282942187,88.31568111903744
100251,Urban Corner 588,1,2.0,3.7,Good,123.0,28.588595289516118,77.21500562985644
100252,Curry Studio 349,2,1.0,2.8,Average,16.0,28.449831458768877,77.02032026407562
100253,Domino's Pizza,9,1.0,2.5,Average,22.0,13.042514668444703,80.23368387475853
100254,Curry Kitchen 842,1,1.0,2.4,Average,40.0,28.593204682570185,77.25398497095416
100255,Barbeque Nation,1,3.0,3.6,Good,39.0,28.65366231672866,77.21411952279209
100256,The Belgian Waffle Co,5,1.0,2.7,Average,227.0,19.09879919768607,72.875804347582
100257,Royal Hub 831,12,2.0,4.3,Very Good,2614.0,23.00777409318018,72.5932662696696
100258,The Food Kitchen 255,6,2.0,4.2,Very Good,613.0,12.999699011917173,77.56468610489368
100259,Burger King,5,3.0,3.8,Good,50.0,19.14886678240373,72.8833451411175
100260,Cafe Point 795,1,1.0,2.2,Average,61.0,28.62485891625017,77.21215637861283
100261,Curry Studio 305,5,2.0,,Average,89.0,19.125712581080165,72.88239460886825
100262,Tasty Garden 583,14,2.0,4.0,Very Good,353.0,51.5372056085879,-0.09184439253869152
100263,Cafe Restaurant 102,1,2.0,2.8,Average,1188.0,28.603594706103003,77.19414349017808
100264,Green Bites 217,4,4.0,4.3,Very Good,129.0,28.415805428939994,77.29925094909333
100265,Urban Hub 246,10,3.0,3.7,Good,1390.0,22.591019886344107,88.3423970559914
100266,KFC,7,1.0,3.0,Good,2416.0,18.494326058971474,73.83374832197697
100267,Burger King,6,2.0,2.7,Average,105.0,12.880276297062954,77.6331817025448
100268,Cafe Studio 299,6,1.0,2.9,Average,106.0,12.942407355299235,77.592125833105
100269,Cafe Coffee Day,2,1.0,3.1,Good,113.0,28.383965066804176,77.06239817371751
100270,Bistro Studio 73,1,2.0,3.9,Good,229.0,28.587599130067556,77.2184857574494
100271,The Food Bites 604,8,1.0,2.4,Average,97.0,17.32523944088134,78.4561056736768
100272,Green House 118,8,1.0,2.8,Average,503.0,17.41580380464263,78.43395630971835
100273,House Hub 931,10,4.0,3.6,Good,28.0,22.53120908747432,88.31307899378224
100274,Royal Kitchen 62,11,1.0,3.4,Good,97.0,26.931443783113366,75.7561199202639
100275,Cafe Coffee Day,4,3.0,2.8,Average,251.0,28.43573107221107,77.35349025418608
100276,Cafe Garden 450,3,2.0,2.3,Average,443.0,28.560052807079156,77.43652771770797
100277,Starbucks,8,2.0,3.6,Good,3090.0,17.31960823355774,78.48995336695809
100278,Tasty Garden 513,6,3.0,2.4,Average,30.0,13.010892553839078,77.62704192098188
100279,Curry Kitchen 613,6,1.0,3.8,Good,91.0,12.986311842811801,77.57517538250089
100280,Burger King,8,1.0,2.9,Average,10.0,17.413149300942088,78.46472601638375
100281,Cafe Garden 27,10,1.0,2.0,Average,34.0,22.63664566942213,88.3908770385158
100282,The Belgian Waffle Co,2,1.0,2.7,Average,17.0,28.487301624798736,77.03241928957787
100283,Cafe Cafe 974,2,3.0,3.6,Good,103.0,28.41810715791677,77.05227194033563
100284,The Belgian Waffle Co,1,3.0,3.1,Good,133.0,28.63676492042971,77.2107929373862
100285,Cafe Corner 782,5,1.0,3.0,Good,313.0,19.023373408717738,72.86456225506028
100286,Curry Lounge 668,1,1.0,3.5,Good,133.0,28.61169620334068,77.20144899240225
100287,The Food Hub 600,3,1.0,2.9,Average,306.0,28.517886992007693,77.40174957020979
100288,Curry Kitchen 482,4,1.0,2.4,Average,176.0,28.409255268912652,77.32619518280259
100289,Kitchen Express 687,1,2.0,3.0,Good,47.0,28.561066023987422,77.17638312875465
100290,McDonald's,5,1.0,3.9,Good,25.0,19.027196732327113,72.87344040412833
100291,Bistro Studio 296,1,2.0,4.3,Very Good,480.0,28.598172665474333,77.15578047503276
100292,Tasty Lounge 38,1,1.0,1.7,Poor,1024.0,28.606111691241537,77.19678098524564
100293,Kitchen Garden 332,9,1.0,3.7,Good,4833.0,13.067797172239153,80.23847346867613
100294,Burger King,2,2.0,3.4,Good,612.0,28.51026583743067,76.91999452893677
100295,Spice Bites 891,1,2.0,3.8,Good,1284.0,28.62872747435602,77.28635062099279
100296,Tasty Corner 193,4,4.0,3.2,Good,324.0,28.42276670109158,77.29076965598549
100297,Cafe Studio 641,8,3.0,2.3,Average,217.0,17.371619068052333,78.45375457843595
100298,Spice Point 274,1,1.0,3.4,Good,218.0,28.565185885611182,77.26580222783936
100299,The Food Studio 902,5,1.0,0.0,Not rated,78.0,19.075855772530566,72.8366795359652
100300,Urban Corner 997,1,3.0,2.5,Average,333.0,28.677154448815248,77.15820136749652
100301,Green Restaurant 163,1,3.0,2.5,Average,81.0,28.621753286975945,77.20181072831129
100302,Spice Lounge 418,4,3.0,3.8,Good,172.0,28.447861734953232,77.30047592756404
100303,KFC,4,1.0,3.1,Good,40.0,28.45227868104673,77.29542247392472
100304,Urban Bites 853,5,4.0,0.0,Not rated,162.0,19.095583944063183,72.84559434830149
100305,Starbucks,7,1.0,3.4,Good,57.0,18.52810958901069,73.85009937420023
100306,Bistro Garden 426,13,2.0,2.9,Average,177.0,25.17022939817516,55.32807715734779
