ReviewID,RestaurantID,ReviewDate,ReviewText
123,100068,2025-11-19,bad service and small portions
124,100068,2026-03-31,overpriced food with disappointing service
125,100068,2026-03-11,poor experience and rude staff needs improvement
126,100068,2026-05-19,long waiting time and average food worth trying
127,100069,2025-07-26,slow service and cold food
128,100069,2026-05-08,poor experience and rude staff would visit again
129,100070,2025-09-19,slow service and cold food needs improvement
130,100071,2026-06-25,great value and wonderful atmosphere
131,100071,2025-10-07,long waiting time and average food
132,100072,2025-09-03,excellent food and friendly service
133,100072,2026-02-03,fresh ingredients and helpful staff
134,100072,2025-09-08,fresh ingredients and helpful staff
135,100072,2025-08-18,great value and wonderful atmosphere
136,100073,2025-07-27,delivery was late and food was cold
137,100075,2025-07-20,amazing experience highly recommended
138,100076,2026-03-16,fresh ingredients and helpful staff
139,100077,2026-07-19,poor experience and rude staff
140,100077,2026-06-19,bad service and small portions
141,100079,2025-06-03,fresh ingredients and helpful staff
142,100079,2026-04-04,tasty food with quick service
143,100081,2026-03-21,poor experience and rude staff
144,100082,2025-12-23,bad service and small portions not recommended
145,100082,2025-09-13,poor experience and rude staff
146,100082,2026-05-07,overpriced food with disappointing service needs improvement
147,100083,2025-08-27,poor experience and rude staff
148,100083,2025-05-17,bad service and small portions
149,100084,2026-06-20,delicious dishes and great ambience
150,100084,2026-06-13,excellent food and friendly service
151,100085,2026-02-18,overpriced food with disappointing service
152,100085,2025-08-02,slow service and cold food
153,100085,2025-02-28,overpriced food with disappointing service worth trying
154,100088,2025-06-07,poor experience and rude staff
155,100088,2025-07-09,bad service and small portions not recommended
156,100089,2026-04-06,fresh ingredients and helpful staff would visit again
157,100090,2026-03-31,amazing experience highly recommended
158,100090,2026-02-28,really good food and fast delivery
159,100091,2025-08-23,long waiting time and average food
160,100091,2025-03-19,delivery was late and food was cold
161,100091,2025-02-16,bad service and small portions
162,100091,2026-03-25,overpriced food with disappointing service
163,100091,2026-05-29,overpriced food with disappointing service
164,100093,2025-08-22,noisy place and disappointing experience
165,100093,2026-05-13,poor experience and rude staff needs improvement
166,100094,2025-06-11,fresh ingredients and helpful staff not recommended
167,100094,2025-02-26,fresh ingredients and helpful staff would visit again
168,100096,2025-10-14,bad service and small portions needs improvement
169,100096,2026-05-26,poor experience and rude staff
170,100096,2025-04-22,amazing experience highly recommended
171,100096,2025-04-24,poor experience and rude staff
172,100097,2026-02-23,overpriced food with disappointing service
173,100097,2025-08-05,delivery was late and food was cold
174,100098,2025-01-22,tasty food with quick service
175,100098,2026-04-29,really good food and fast delivery worth trying
176,100100,2026-02-17,tasty food with quick service
177,100100,2026-05-03,noisy place and disappointing experience worth trying
178,100100,2026-06-20,delivery was late and food was cold not recommended
179,100101,2025-05-24,great value and wonderful atmosphere not recommended
180,100102,2025-11-03,poor experience and rude staff
181,100102,2026-06-22,noisy place and disappointing experience worth trying
182,100102,2025-01-09,delivery was late and food was cold
183,100104,2026-06-08,slow service and cold food
184,100106,2025-06-14,long waiting time and average food
185,100106,2025-10-02,noisy place and disappointing experience
186,100107,2025-11-17,delivery was late and food was cold
187,100108,2025-03-08,bad service and small portions worth trying
188,100108,2025-01-30,noisy place and disappointing experience
189,100108,2026-04-24,fresh ingredients and helpful staff
190,100108,2026-01-19,bad service and small portions not recommended
191,100109,2025-11-26,overpriced food with disappointing service worth trying
192,100109,2025-10-28,poor experience and rude staff
193,100109,2025-04-13,bad service and small portions
194,100109,2026-04-01,delivery was late and food was cold not recommended
195,100110,2025-05-25,long waiting time and average food needs improvement
196,100110,2026-01-23,delivery was late and food was cold
197,100112,2025-11-28,bad service and small portions
198,100113,2025-01-11,poor experience and rude staff would visit again
199,100113,2025-05-20,poor experience and rude staff
200,100113,2025-03-03,long waiting time and average food
201,100114,2026-03-06,noisy place and disappointing experience
202,100114,2026-04-27,delivery was late and food was cold
203,100116,2026-03-24,delivery was late and food was cold
204,100117,2026-07-05,bad service and small portions
205,100118,2025-04-21,great value and wonderful atmosphere worth trying
206,100118,2026-07-22,tasty food with quick service
207,100118,2025-01-11,amazing experience highly recommended
208,100119,2026-06-13,delicious dishes and great ambience
209,100119,2026-05-25,noisy place and disappointing experience would visit again
210,100120,2025-02-25,great value and wonderful atmosphere
211,100120,2025-03-24,excellent food and friendly service
212,100120,2025-12-21,great value and wonderful atmosphere
213,100122,2025-05-28,bad service and small portions needs improvement
214,100123,2025-11-23,noisy place and disappointing experience
215,100123,2025-12-13,overpriced food with disappointing service
216,100123,2025-04-09,poor experience and rude staff needs improvement
217,100125,2026-07-03,tasty food with quick service
218,100125,2025-03-27,fresh ingredients and helpful staff
219,100126,2026-01-18,poor experience and rude staff
220,100126,2026-02-16,delivery was late and food was cold not recommended
221,100126,2025-08-02,bad service and small portions
222,100127,2025-11-21,slow service and cold food would visit again
223,100127,2025-02-12,long waiting time and average food
224,100128,2026-01-14,long waiting time and average food not recommended
225,100129,2025-08-02,bad service and small portions not recommended
226,100130,2025-03-07,really good food and fast delivery
227,100132,2025-10-26,delivery was late and food was cold not recommended
228,100134,2026-05-30,slow service and cold food
229,100136,2025-07-15,delivery was late and food was cold not recommended
230,100136,2025-08-23,slow service and cold food
231,100138,2025-03-12,noisy place and disappointing experience
232,100138,2026-07-13,fresh ingredients and helpful staff
233,100139,2026-06-16,long waiting time and average food
234,100139,2026-08-02,bad service and small portions
235,100140,2025-01-08,really good food and fast delivery needs improvement
236,100141,2026-07-20,noisy place and disappointing experience
237,100141,2025-03-18,overpriced food with disappointing service needs improvement
238,100141,2025-11-25,bad service and small portions
239,100141,2026-07-28,long waiting time and average food
240,100141,2025-04-09,poor experience and rude staff
241,100141,2025-02-24,poor experience and rude staff
242,100142,2026-07-14,overpriced food with disappointing service
243,100143,2026-06-25,great value and wonderful atmosphere
244,100144,2025-09-27,overpriced food with disappointing service
245,100145,2025-03-11,overpriced food with disappointing service
246,100145,2025-10-06,poor experience and rude staff
247,100146,2025-09-05,excellent food and friendly service
248,100147,2026-03-15,poor experience and rude staff
249,100147,2026-04-16,great value and wonderful atmosphere
250,100148,2025-07-11,slow service and cold food
251,100149,2025-02-22,slow service and cold food
252,100149,2025-09-17,long waiting time and average food
253,100150,2026-06-27,bad service and small portions
254,100151,2026-01-25,amazing experience highly recommended not recommended
255,100151,2026-01-16,delicious dishes and great ambience would visit again
256,100151,2025-11-13,amazing experience highly recommended
257,100152,2025-04-21,fresh ingredients and helpful staff
258,100153,2025-05-22,great value and wonderful atmosphere would visit again
259,100153,2025-08-15,noisy place and disappointing experience
260,100156,2026-01-19,great value and wonderful atmosphere not recommended
261,100157,2025-02-26,noisy place and disappointing experience
262,100157,2026-01-04,noisy place and disappointing experience
263,100157,2025-01-22,slow service and cold food
264,100158,2026-01-05,noisy place and disappointing experience
265,100159,2026-04-14,delivery was late and food was cold
266,100159,2026-07-05,long waiting time and average food
267,100159,2025-09-12,bad service and small portions not recommended
268,100161,2026-05-15,bad service and small portions worth trying
269,100161,2026-08-04,overpriced food with disappointing service needs improvement
270,100162,2025-07-15,noisy place and disappointing experience
271,100162,2025-03-26,great value and wonderful atmosphere
272,100164,2026-08-04,bad service and small portions
273,100165,2026-02-01,delivery was late and food was cold
274,100165,2025-05-08,noisy place and disappointing experience
275,100165,2025-10-06,slow service and cold food not recommended
276,100167,2025-07-11,long waiting time and average food worth trying
277,100168,2025-08-22,overpriced food with disappointing service
278,100170,2025-02-20,tasty food with quick service would visit again
279,100170,2026-03-03,tasty food with quick service
280,100171,2025-08-29,delivery was late and food was cold
281,100172,2026-07-20,amazing experience highly recommended
282,100172,2025-09-13,excellent food and friendly service
283,100173,2026-07-05,excellent food and friendly service
284,100173,2026-01-14,amazing experience highly recommended worth trying
285,100173,2025-08-01,tasty food with quick service would visit again
286,100175,2025-07-20,fresh ingredients and helpful staff
287,100176,2026-06-12,bad service and small portions
288,100177,2025-06-07,long waiting time and average food
289,100177,2025-11-24,noisy place and disappointing experience
290,100178,2026-07-20,amazing experience highly recommended
291,100178,2026-06-29,amazing experience highly recommended
292,100180,2025-12-08,excellent food and friendly service
293,100181,2026-01-04,bad service and small portions would visit again
294,100182,2025-12-25,fresh ingredients and helpful staff
295,100183,2026-07-12,bad service and small portions
296,100184,2026-01-17,delicious dishes and great ambience
297,100184,2025-04-05,noisy place and disappointing experience
298,100184,2025-08-15,noisy place and disappointing experience
299,100185,2025-12-08,delivery was late and food was cold
300,100185,2026-07-28,long waiting time and average food
301,100185,2026-04-10,delivery was late and food was cold not recommended
302,100186,2025-10-08,overpriced food with disappointing service
303,100186,2025-04-20,overpriced food with disappointing service
304,100186,2026-06-28,delivery was late and food was cold
305,100186,2025-04-28,poor experience and rude staff
306,100187,2025-04-27,tasty food with quick service
307,100188,2026-02-21,fresh ingredients and helpful staff
308,100188,2025-12-16,delicious dishes and great ambience
309,100189,2025-02-06,overpriced food with disappointing service would visit again
310,100189,2026-02-21,slow service and cold food
311,100190,2025-05-25,great value and wonderful atmosphere
312,100191,2026-07-04,long waiting time and average food
313,100192,2025-11-18,poor experience and rude staff
314,100192,2026-02-13,long waiting time and average food
315,100193,2026-05-24,amazing experience highly recommended
316,100193,2025-12-27,really good food and fast delivery
317,100193,2025-06-22,overpriced food with disappointing service
318,100194,2025-05-16,great value and wonderful atmosphere worth trying
319,100195,2026-07-29,poor experience and rude staff
320,100195,2025-07-05,slow service and cold food
321,100195,2025-10-03,
322,100195,2025-04-21,bad service and small portions
323,100197,2025-04-10,bad service and small portions
324,100197,2025-06-14,overpriced food with disappointing service
325,100197,2026-02-18,bad service and small portions
326,100198,2026-07-05,amazing experience highly recommended
327,100202,2025-07-31,excellent food and friendly service
328,100203,2025-03-26,amazing experience highly recommended worth trying
329,100203,2025-12-20,long waiting time and average food needs improvement
330,100203,2026-03-31,really good food and fast delivery would visit again
331,100204,2026-05-02,excellent food and friendly service worth trying
332,100204,2026-04-13,amazing experience highly recommended
333,100204,2025-07-16,noisy place and disappointing experience
334,100204,2025-08-21,slow service and cold food needs improvement
335,100205,2025-04-23,delivery was late and food was cold
336,100205,2025-03-19,slow service and cold food
337,100206,2026-02-22,overpriced food with disappointing service
338,100208,2025-12-21,poor experience and rude staff needs improvement
339,100208,2026-06-20,poor experience and rude staff
340,100210,2025-07-21,noisy place and disappointing experience
341,100211,2026-05-23,excellent food and friendly service worth trying
342,100211,2025-11-11,tasty food with quick service not recommended
343,100211,2026-04-08,amazing experience highly recommended
344,100212,2025-06-05,poor experience and rude staff
345,100213,2025-04-17,bad service and small portions
346,100213,2026-02-22,delivery was late and food was cold
347,100213,2025-02-26,overpriced food with disappointing service
348,100213,2025-10-24,long waiting time and average food needs improvement
349,100214,2025-03-30,fresh ingredients and helpful staff would visit again
350,100215,2025-09-24,bad service and small portions worth trying
351,100215,2025-05-10,overpriced food with disappointing service
352,100215,2026-06-11,overpriced food with disappointing service needs improvement
353,100216,2025-01-07,long waiting time and average food worth trying
354,100216,2025-03-31,slow service and cold food
355,100216,2026-01-25,
356,100216,2025-05-01,overpriced food with disappointing service
357,100216,2025-08-06,overpriced food with disappointing service
358,100216,2025-12-24,poor experience and rude staff
359,100216,2026-01-04,noisy place and disappointing experience would visit again
360,100218,2025-10-10,long waiting time and average food
361,100218,2025-04-22,long waiting time and average food
362,100218,2025-11-02,long waiting time and average food
363,100219,2026-05-01,slow service and cold food
364,100220,2026-06-15,amazing experience highly recommended not recommended
365,100221,2025-07-26,fresh ingredients and helpful staff would visit again
366,100221,2026-06-03,fresh ingredients and helpful staff not recommended
367,100221,2026-05-14,delicious dishes and great ambience would visit again
368,100221,2026-05-09,delicious dishes and great ambience
369,100223,2025-12-20,long waiting time and average food worth trying
370,100223,2026-01-03,delicious dishes and great ambience
371,100223,2026-01-03,delicious dishes and great ambience
372,100224,2025-07-13,great value and wonderful atmosphere
373,100224,2025-08-06,poor experience and rude staff
374,100225,2026-04-24,really good food and fast delivery
375,100225,2026-03-13,tasty food with quick service
376,100226,2026-07-02,bad service and small portions would visit again
377,100226,2026-01-27,fresh ingredients and helpful staff would visit again
378,100226,2026-06-27,noisy place and disappointing experience
379,100227,2025-06-23,tasty food with quick service
380,100227,2025-01-24,amazing experience highly recommended
381,100227,2025-02-02,noisy place and disappointing experience
382,100227,2025-11-16,slow service and cold food
383,100228,2025-10-10,bad service and small portions
384,100229,2025-08-30,fresh ingredients and helpful staff
385,100229,2026-01-22,excellent food and friendly service
386,100229,2025-05-08,long waiting time and average food worth trying
387,100230,2025-02-18,long waiting time and average food
388,100230,2025-08-25,poor experience and rude staff not recommended
389,100230,2026-05-20,amazing experience highly recommended needs improvement
390,100231,2025-09-02,delivery was late and food was cold
391,100231,2026-04-13,delivery was late and food was cold
392,100231,2025-08-16,poor experience and rude staff not recommended
393,100231,2025-11-28,noisy place and disappointing experience
394,100232,2025-08-01,slow service and cold food
395,100233,2026-01-31,tasty food with quick service
396,100234,2025-02-19,excellent food and friendly service
397,100236,2026-01-01,fresh ingredients and helpful staff
398,100238,2025-05-25,amazing experience highly recommended
399,100238,2026-01-10,tasty food with quick service
400,100238,2025-02-23,fresh ingredients and helpful staff
401,100240,2025-12-19,delivery was late and food was cold
402,100240,2025-07-14,noisy place and disappointing experience not recommended
403,100240,2026-01-14,delivery was late and food was cold
404,100241,2026-03-21,slow service and cold food worth trying
405,100241,2026-01-24,overpriced food with disappointing service would visit again
406,100241,2026-07-30,noisy place and disappointing experience would visit again
407,100241,2025-06-10,bad service and small portions
408,100241,2025-01-12,long waiting time and average food
409,100242,2025-09-22,delivery was late and food was cold
410,100242,2025-04-28,delivery was late and food was cold
411,100243,2025-04-04,really good food and fast delivery
412,100243,2025-07-24,really good food and fast delivery would visit again
413,100243,2025-11-14,amazing experience highly recommended
414,100244,2026-01-05,bad service and small portions needs improvement
415,100245,2025-06-27,overpriced food with disappointing service
416,100245,2025-05-11,long waiting time and average food not recommended
417,100245,2025-07-07,bad service and small portions
418,100246,2025-07-28,tasty food with quick service worth trying
419,100246,2025-07-12,great value and wonderful atmosphere
420,100246,2025-11-23,poor experience and rude staff
421,100247,2026-07-30,overpriced food with disappointing service
422,100247,2025-03-07,overpriced food with disappointing service worth trying
423,100248,2026-05-13,great value and wonderful atmosphere
424,100248,2026-04-01,tasty food with quick service worth trying
425,100249,2026-01-11,slow service and cold food
426,100249,2026-03-23,great value and wonderful atmosphere worth trying
427,100250,2026-03-15,delicious dishes and great ambience
428,100251,2025-12-22,slow service and cold food
429,100251,2025-08-04,delivery was late and food was cold
430,100252,2025-03-22,slow service and cold food
431,100252,2025-09-09,poor experience and rude staff would visit again
432,100252,2026-06-13,poor experience and rude staff
433,100252,2025-08-04,long waiting time and average food
434,100252,2025-09-26,delivery was late and food was cold
435,100253,2026-06-08,poor experience and rude staff worth trying
436,100253,2025-12-10,poor experience and rude staff
437,100253,2025-12-06,overpriced food with disappointing service
438,100253,2025-10-23,noisy place and disappointing experience
439,100254,2025-08-25,bad service and small portions
440,100254,2026-06-17,bad service and small portions
441,100254,2025-05-11,poor experience and rude staff
442,100255,2025-08-09,great value and wonderful atmosphere worth trying
443,100255,2025-07-16,excellent food and friendly service
444,100256,2025-12-14,overpriced food with disappointing service
445,100257,2025-12-27,delicious dishes and great ambience
446,100257,2025-10-21,excellent food and friendly service
447,100258,2025-01-22,really good food and fast delivery
448,100259,2026-06-30,delivery was late and food was cold
449,100260,2026-08-02,delivery was late and food was cold
450,100260,2025-06-05,noisy place and disappointing experience
451,100260,2025-04-15,delivery was late and food was cold
452,100261,2025-11-25,overpriced food with disappointing service
453,100261,2025-01-18,long waiting time and average food
454,100261,2025-02-09,bad service and small portions would visit again
455,100262,2025-06-16,really good food and fast delivery would visit again
456,100262,2025-05-24,delicious dishes and great ambience
457,100263,2026-01-08,poor experience and rude staff
458,100263,2026-06-09,slow service and cold food not recommended
459,100263,2026-07-23,poor experience and rude staff needs improvement
460,100264,2025-04-12,tasty food with quick service
461,100264,2025-06-18,tasty food with quick service
462,100267,2025-05-17,long waiting time and average food
463,100267,2025-05-11,long waiting time and average food
464,100267,2025-11-24,slow service and cold food
465,100268,2025-04-19,poor experience and rude staff
466,100268,2025-10-01,overpriced food with disappointing service
467,100268,2026-05-16,overpriced food with disappointing service not recommended
468,100268,2026-05-21,
469,100269,2025-02-03,poor experience and rude staff
470,100269,2025-03-22,delivery was late and food was cold
471,100273,2025-04-13,long waiting time and average food worth trying
472,100273,2025-07-10,amazing experience highly recommended worth trying
473,100273,2026-02-07,amazing experience highly recommended
474,100273,2025-10-03,amazing experience highly recommended
475,100274,2025-02-11,really good food and fast delivery
476,100275,2026-07-31,poor experience and rude staff not recommended
477,100275,2025-12-16,delivery was late and food was cold would visit again
478,100275,2025-09-11,long waiting time and average food not recommended
479,100276,2025-12-29,poor experience and rude staff would visit again
480,100277,2025-05-21,fresh ingredients and helpful staff
481,100277,2026-07-27,slow service and cold food
482,100278,2025-06-15,delivery was late and food was cold
483,100278,2025-07-06,delivery was late and food was cold
484,100279,2025-10-19,amazing experience highly recommended
485,100280,2025-08-27,slow service and cold food
486,100280,2026-07-01,slow service and cold food
487,100280,2025-03-22,long waiting time and average food
488,100280,2025-01-13,bad service and small portions
489,100281,2026-03-24,long waiting time and average food
490,100281,2026-02-06,long waiting time and average food
491,100281,2026-08-03,bad service and small portions
492,100282,2025-04-21,poor experience and rude staff
493,100282,2025-05-07,bad service and small portions
494,100282,2026-07-30,delivery was late and food was cold
495,100282,2026-04-17,noisy place and disappointing experience
496,100282,2025-06-27,overpriced food with disappointing service
497,100283,2025-03-27,amazing experience highly recommended
498,100283,2025-01-09,overpriced food with disappointing service
499,100283,2026-01-06,excellent food and friendly service would visit again
500,100284,2026-06-17,great value and wonderful atmosphere worth trying
501,100284,2025-08-11,delivery was late and food was cold
502,100285,2025-07-27,slow service and cold food needs improvement
503,100286,2025-02-05,tasty food with quick service
504,100286,2026-02-16,tasty food with quick service
505,100286,2026-05-29,really good food and fast delivery
506,100287,2026-06-30,long waiting time and average food
507,100288,2025-10-03,overpriced food with disappointing service
508,100289,2025-06-15,amazing experience highly recommended not recommended
509,100289,2025-12-30,delicious dishes and great ambience not recommended
510,100289,2025-03-28,noisy place and disappointing experience
511,100290,2025-09-17,fresh ingredients and helpful staff
512,100290,2026-02-17,noisy place and disappointing experience
513,100290,2025-10-25,bad service and small portions
514,100291,2025-12-15,great value and wonderful atmosphere would visit again
515,100292,2025-03-09,overpriced food with disappointing service
516,100292,2025-02-26,delivery was late and food was cold needs improvement
517,100292,2026-04-18,delivery was late and food was cold
518,100292,2025-02-12,overpriced food with disappointing service
519,100292,2026-07-13,bad service and small portions
520,100293,2026-07-16,overpriced food with disappointing service
521,100293,2025-07-13,really good food and fast delivery
522,100294,2025-11-03,great value and wonderful atmosphere
523,100296,2025-06-14,amazing experience highly recommended
524,100296,2025-12-08,amazing experience highly recommended worth trying
525,100296,2025-06-22,tasty food with quick service
526,100297,2026-07-16,overpriced food with disappointing service
527,100297,2025-01-06,long waiting time and average food needs improvement
528,100298,2026-06-09,delivery was late and food was cold
529,100299,2025-10-07,delicious dishes and great ambience
530,100300,2025-04-29,slow service and cold food
531,100300,2025-04-17,overpriced food with disappointing service worth trying
532,100301,2026-07-26,overpriced food with disappointing service would visit again
533,100301,2025-09-05,overpriced food with disappointing service would visit again
534,100302,2025-10-07,long waiting time and average food
535,100302,2025-08-13,bad service and small portions not recommended
536,100303,2025-03-15,delivery was late and food was cold
537,100305,2025-11-07,tasty food with quick service not recommended
538,100308,2025-08-13,long waiting time and average food worth trying
539,100308,2025-07-02,delivery was late and food was cold
540,100309,2026-02-12,fresh ingredients and helpful staff
541,100311,2025-05-10,excellent food and friendly service
542,100311,2026-04-10,fresh ingredients and helpful staff would visit again
543,100312,2025-10-11,fresh ingredients and helpful staff
544,100312,2025-08-31,tasty food with quick service
545,100313,2026-02-14,overpriced food with disappointing service
546,100314,2025-07-10,poor experience and rude staff
547,100315,2026-03-19,slow service and cold food
548,100316,2025-01-20,poor experience and rude staff
549,100317,2025-06-19,bad service and small portions would visit again
550,100317,2026-01-29,poor experience and rude staff
551,100318,2025-06-13,long waiting time and average food worth trying
552,100318,2025-02-10,noisy place and disappointing experience
553,100318,2025-01-02,bad service and small portions
554,100319,2025-01-16,tasty food with quick service not recommended
555,100319,2025-09-10,overpriced food with disappointing service
556,100320,2025-04-14,great value and wonderful atmosphere
557,100323,2025-11-22,really good food and fast delivery
558,100324,2025-12-16,bad service and small portions not recommended
559,100324,2026-03-27,delivery was late and food was cold would visit again
560,100325,2025-07-28,excellent food and friendly service worth trying
561,100325,2026-05-01,amazing experience highly recommended
562,100327,2025-02-22,slow service and cold food
563,100327,2025-08-30,overpriced food with disappointing service
564,100327,2025-12-20,long waiting time and average food
565,100328,2026-01-12,poor experience and rude staff
566,100329,2026-05-20,amazing experience highly recommended
567,100329,2025-11-28,tasty food with quick service would visit again
568,100329,2025-01-08,amazing experience highly recommended would visit again
569,100331,2025-07-10,delicious dishes and great ambience
570,100331,2026-03-02,tasty food with quick service
571,100331,2025-09-15,tasty food with quick service
572,100331,2025-03-13,excellent food and friendly service needs improvement
573,100332,2026-03-01,slow service and cold food
574,100332,2026-07-07,bad service and small portions worth trying
575,100332,2025-11-05,noisy place and disappointing experience
576,100333,2025-07-22,tasty food with quick service not recommended
577,100333,2025-08-06,delicious dishes and great ambience
578,100335,2025-01-31,excellent food and friendly service
579,100337,2025-11-15,poor experience and rude staff
580,100338,2025-09-10,bad service and small portions
581,100338,2026-01-26,delicious dishes and great ambience
582,100339,2026-01-24,delivery was late and food was cold
583,100339,2025-08-01,long waiting time and average food
584,100339,2025-07-20,long waiting time and average food
585,100340,2025-11-29,great value and wonderful atmosphere worth trying
586,100340,2025-08-06,tasty food with quick service needs improvement
587,100340,2025-08-10,tasty food with quick service
588,100341,2025-11-25,noisy place and disappointing experience
589,100341,2025-08-05,bad service and small portions not recommended
590,100341,2026-02-21,bad service and small portions
591,100341,2026-04-13,great value and wonderful atmosphere
592,100342,2025-08-15,great value and wonderful atmosphere
